test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1514,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_PlotEntity_hashCode_0_basic.dot,1,1,Constant,1.,1.
1515,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_PlotEntity_<init>_0_basic.dot,2,2,Constant,2.,2.
1516,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_PlotEntity_readObject_0_basic.dot,1,1,Constant,1.,1.
1517,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_PlotEntity_toString_0_basic.dot,1,1,Constant,1.,1.
1518,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_PlotEntity_writeObject_0_basic.dot,1,1,Constant,1.,1.
1519,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_add_0_basic.dot,2,2,Constant,2.,2.
1520,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_addAll_0_basic.dot,1,1,Constant,1.,1.
1521,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_clear_0_basic.dot,1,1,Constant,1.,1.
1522,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_clone_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
1523,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_equals_0_basic.dot,3,3,Constant,3.,3.
1524,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_getEntities_0_basic.dot,1,1,Constant,1.,1.
1525,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_getEntity_0_basic.dot,3,3,Polynomial,0.67*n,3.38 + 0.67*n
1526,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_getEntityCount_0_basic.dot,1,1,Constant,1.,1.
1527,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_<init>_0_basic.dot,1,1,Constant,1.,1.
1528,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_StandardEntityCollection_iterator_0_basic.dot,1,1,Constant,1.,1.
1529,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_TickLabelEntity_<init>_0_basic.dot,1,1,Constant,1.,1.
1530,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_TitleEntity_clone_0_basic.dot,1,1,Constant,1.,1.
1531,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_TitleEntity_equals_0_basic.dot,7,7,Constant,7.,7.
1532,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_TitleEntity_getTitle_0_basic.dot,1,1,Constant,1.,1.
1533,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_TitleEntity_hashCode_0_basic.dot,1,1,Constant,1.,1.
1534,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_TitleEntity_<init>_0_basic.dot,2,2,Constant,2.,2.
1535,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_TitleEntity_readObject_0_basic.dot,1,1,Constant,1.,1.
1536,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_TitleEntity_toString_0_basic.dot,1,1,Constant,1.,1.
1537,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_TitleEntity_writeObject_0_basic.dot,1,1,Constant,1.,1.
1538,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYAnnotationEntity_equals_0_basic.dot,5,5,Constant,5.,5.
1539,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYAnnotationEntity_getRendererIndex_0_basic.dot,1,1,Constant,1.,1.
1540,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYAnnotationEntity_<init>_0_basic.dot,1,1,Constant,1.,1.
1541,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYAnnotationEntity_setRendererIndex_0_basic.dot,1,1,Constant,1.,1.
1542,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYItemEntity_equals_0_basic.dot,6,6,Constant,6.,6.
1543,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYItemEntity_getDataset_0_basic.dot,1,1,Constant,1.,1.
1544,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYItemEntity_getItem_0_basic.dot,1,1,Constant,1.,1.
1545,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYItemEntity_getSeriesIndex_0_basic.dot,1,1,Constant,1.,1.
1546,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYItemEntity_<init>_0_basic.dot,1,1,Constant,1.,1.
1547,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYItemEntity_setDataset_0_basic.dot,1,1,Constant,1.,1.
1548,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYItemEntity_setItem_0_basic.dot,1,1,Constant,1.,1.
1549,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYItemEntity_setSeriesIndex_0_basic.dot,1,1,Constant,1.,1.
1550,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_entity_XYItemEntity_toString_0_basic.dot,1,1,Constant,1.,1.
1551,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_AnnotationChangeEvent_getAnnotation_0_basic.dot,1,1,Constant,1.,1.
1552,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_AnnotationChangeEvent_<init>_0_basic.dot,1,1,Constant,1.,1.
1553,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_AxisChangeEvent_getAxis_0_basic.dot,1,1,Constant,1.,1.
1554,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_AxisChangeEvent_<init>_0_basic.dot,1,1,Constant,1.,1.
1555,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEvent_getChart_0_basic.dot,1,1,Constant,1.,1.
1556,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEvent_getType_0_basic.dot,1,1,Constant,1.,1.
1557,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEvent_<init>_0_basic.dot,1,1,Constant,1.,1.
1558,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEvent_setChart_0_basic.dot,1,1,Constant,1.,1.
1559,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEvent_setType_0_basic.dot,1,1,Constant,1.,1.
1560,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEventType_<clinit>_0_basic.dot,1,1,Constant,1.,1.
1561,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEventType_equals_0_basic.dot,4,4,Constant,4.,4.
1562,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEventType_hashCode_0_basic.dot,1,1,Constant,1.,1.
1563,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEventType_<init>_0_basic.dot,1,1,Constant,1.,1.
1564,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEventType_readResolve_0_basic.dot,4,4,Constant,4.,4.
1565,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartChangeEventType_toString_0_basic.dot,1,1,Constant,1.,1.
1566,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartProgressEvent_getChart_0_basic.dot,1,1,Constant,1.,1.
1567,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartProgressEvent_getPercent_0_basic.dot,1,1,Constant,1.,1.
1568,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartProgressEvent_getType_0_basic.dot,1,1,Constant,1.,1.
1569,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartProgressEvent_<init>_0_basic.dot,1,1,Constant,1.,1.
1570,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartProgressEvent_setChart_0_basic.dot,1,1,Constant,1.,1.
1571,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartProgressEvent_setPercent_0_basic.dot,1,1,Constant,1.,1.
1572,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_ChartProgressEvent_setType_0_basic.dot,1,1,Constant,1.,1.
1573,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_DatasetChangeInfo_<init>_0_basic.dot,1,1,Constant,1.,1.
1574,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_MarkerChangeEvent_getMarker_0_basic.dot,1,1,Constant,1.,1.
1575,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_MarkerChangeEvent_<init>_0_basic.dot,1,1,Constant,1.,1.
1576,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_OverlayChangeEvent_<init>_0_basic.dot,1,1,Constant,1.,1.
1577,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_PlotChangeEvent_getPlot_0_basic.dot,1,1,Constant,1.,1.
1578,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_PlotChangeEvent_<init>_0_basic.dot,1,1,Constant,1.,1.
1579,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_RendererChangeEvent_getRenderer_0_basic.dot,1,1,Constant,1.,1.
1580,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_RendererChangeEvent_getSeriesVisibilityChanged_0_basic.dot,1,1,Constant,1.,1.
1581,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_RendererChangeEvent_<init>_0_basic.dot,1,1,Constant,1.,1.
1582,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_TitleChangeEvent_getTitle_0_basic.dot,1,1,Constant,1.,1.
1583,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_event_TitleChangeEvent_<init>_0_basic.dot,1,1,Constant,1.,1.
1584,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_DynamicDriveToolTipTagFragmentGenerator_generateToolTipFragment_0_basic.dot,1,1,Constant,1.,1.
1585,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_DynamicDriveToolTipTagFragmentGenerator_<init>_0_basic.dot,1,1,Constant,1.,1.
1586,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_ImageMapUtilities_getImageMap_0_basic.dot,6,7,Exponential,4.13*1.41^n,0.88 + 0.01*0.67^n + 1.24*1.26^n + 4.13*1.41^n
1587,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_ImageMapUtilities_htmlEscape_0_basic.dot,9,9,Exponential,63.85*1.36^n,0.93 + 0.21*1.01^n + 0.31*1.06^n + 1.55*1.1300000000000001^n + 63.85*1.36^n
1588,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_ImageMapUtilities_<init>_0_basic.dot,1,1,Constant,1.,1.
1589,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_ImageMapUtilities_javascriptEscape_0_basic.dot,6,6,Exponential,9.43*1.31^n,0.8200000000000001 + 0.32*1.1400000000000001^n + 1.29*1.16^n + 9.43*1.31^n
1590,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_ImageMapUtilities_writeImageMap_0_basic.dot,1,1,Constant,1.,1.
1591,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_OverLIBToolTipTagFragmentGenerator_generateToolTipFragment_0_basic.dot,1,1,Constant,1.,1.
1592,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_OverLIBToolTipTagFragmentGenerator_<init>_0_basic.dot,1,1,Constant,1.,1.
1593,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_StandardToolTipTagFragmentGenerator_generateToolTipFragment_0_basic.dot,1,1,Constant,1.,1.
1594,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_StandardToolTipTagFragmentGenerator_<init>_0_basic.dot,1,1,Constant,1.,1.
1595,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_StandardURLTagFragmentGenerator_generateURLFragment_0_basic.dot,1,1,Constant,1.,1.
1596,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_imagemap_StandardURLTagFragmentGenerator_<init>_0_basic.dot,1,1,Constant,1.,1.
1597,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_addChangeListener_0_basic.dot,3,3,Constant,3.,3.
1598,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_addLegend_0_basic.dot,1,1,Constant,1.,1.
1599,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_addProgressListener_0_basic.dot,2,2,Constant,2.,2.
1600,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_addSubtitle_0_basic.dot,4,4,Constant,4.,4.
1601,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_class$_0_basic.dot,2,2,Constant,2.,2.
1602,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_clearSubtitles_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
1603,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_<clinit>_0_basic.dot,1,1,Constant,1.,1.
1604,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_clone_0_basic.dot,4,8,Polynomial,2.*n,7. + 2.*n
1605,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_createAlignedRectangle2D_0_basic.dot,7,16,Constant,16.,16.
1606,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_createBufferedImage_0_basic.dot,1,1,Constant,1.,1.
1607,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_draw_0_basic.dot,17,4608,Exponential,48051.29*1.34^n,192. + 89.94*1.12^n + 24.22*1.25^n + 48051.29*1.34^n
1608,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_drawTitle_0_basic.dot,10,13,Constant,13.,13.
1609,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_equals_0_basic.dot,16,16,Constant,16.,16.
1610,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_fireChartChanged_0_basic.dot,1,1,Constant,1.,1.
1611,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getAntiAlias_0_basic.dot,1,1,Constant,1.,1.
1612,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getBackgroundImage_0_basic.dot,1,1,Constant,1.,1.
1613,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getBackgroundImageAlignment_0_basic.dot,1,1,Constant,1.,1.
1614,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getBackgroundImageAlpha_0_basic.dot,1,1,Constant,1.,1.
1615,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getBackgroundPaint_0_basic.dot,1,1,Constant,1.,1.
1616,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getBorderPaint_0_basic.dot,1,1,Constant,1.,1.
1617,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getBorderStroke_0_basic.dot,1,1,Constant,1.,1.
1618,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getCategoryPlot_0_basic.dot,1,1,Constant,1.,1.
1619,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getLegend_0_basic.dot,4,4,Exponential,6.65*1.19^n,2. + 0.05*0.84^n + 0.55*1.09^n + 6.65*1.19^n
1620,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getPadding_0_basic.dot,1,1,Constant,1.,1.
1621,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getPlot_0_basic.dot,1,1,Constant,1.,1.
1622,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getRenderingHints_0_basic.dot,1,1,Constant,1.,1.
1623,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getSubtitle_0_basic.dot,3,3,Constant,3.,3.
1624,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getSubtitleCount_0_basic.dot,1,1,Constant,1.,1.
1625,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getSubtitles_0_basic.dot,1,1,Constant,1.,1.
1626,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getTextAntiAlias_0_basic.dot,1,1,Constant,1.,1.
1627,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getTitle_0_basic.dot,1,1,Constant,1.,1.
1628,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_getXYPlot_0_basic.dot,1,1,Constant,1.,1.
1629,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_handleClick_0_basic.dot,1,1,Constant,1.,1.
1630,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChartInfo_getLogo_0_basic.dot,3,3,Constant,3.,3.
1631,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChartInfo_<init>_0_basic.dot,1,1,Constant,1.,1.
1632,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_<init>_0_basic.dot,5,7,Constant,7.,7.
1633,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_isBorderVisible_0_basic.dot,1,1,Constant,1.,1.
1634,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_isNotify_0_basic.dot,1,1,Constant,1.,1.
1635,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_main_0_basic.dot,1,1,Constant,1.,1.
1636,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_notifyListeners_0_basic.dot,4,5,Exponential,3.7600000000000002*1.29^n,0.33 + 0.01*0.8300000000000001^n + 0.36*1.09^n + 1.3900000000000001*1.25^n + 3.7600000000000002*1.29^n
1637,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_plotChanged_0_basic.dot,1,1,Constant,1.,1.
1638,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_readObject_0_basic.dot,3,4,Polynomial,1.*n,3. + 1.*n
1639,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_removeChangeListener_0_basic.dot,3,3,Constant,3.,3.
1640,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_removeLegend_0_basic.dot,1,1,Constant,1.,1.
1641,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_removeProgressListener_0_basic.dot,2,2,Constant,2.,2.
1642,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_removeSubtitle_0_basic.dot,1,1,Constant,1.,1.
1643,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_setAntiAlias_0_basic.dot,7,22,Constant,22.,22.
1644,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_JFreeChart_setBackgroundImage_0_basic.dot,4,4,Constant,4.,4.
